SUBDIVISION,YEAR,VALUE
UTTAR PRADESH,1989,969.9
UTTAR PRADESH,1990,1106.1
UTTAR PRADESH,1991,875.2
UTTAR PRADESH,1992,863.4
UTTAR PRADESH,1993,834
UTTARAKHAND,1901,1562.5
UTTARAKHAND,1902,1324.2
UTTARAKHAND,1903,1306.5
UTTARAKHAND,1904,1492
UTTARAKHAND,1905,1302.1
UTTARAKHAND,1906,1537.9
UTTARAKHAND,1907,1194.4
UTTARAKHAND,1908,1256.2
UTTARAKHAND,1909,1717.7
UTTARAKHAND,1910,1963.9
UTTARAKHAND,1911,1542.9
UTTARAKHAND,1912,1394.5
UTTARAKHAND,1913,1137.6
UTTARAKHAND,1914,1940.9
UTTARAKHAND,1915,1601.3
UTTARAKHAND,1916,1678.8
UTTARAKHAND,1917,2102.9
UTTARAKHAND,1918,1215.2
UTTARAKHAND,1919,1583.1
UTTARAKHAND,1920,1328.4
UTTARAKHAND,1921,1848.7
UTTARAKHAND,1922,1860
UTTARAKHAND,1923,1582.9
UTTARAKHAND,1924,1927.1
UTTARAKHAND,1925,1535
UTTARAKHAND,1926,1381.2
UTTARAKHAND,1927,1649.9
UTTARAKHAND,1928,1241.9
UTTARAKHAND,1929,1212.2
UTTARAKHAND,1930,1271.2
UTTARAKHAND,1931,1334.1
UTTARAKHAND,1932,1369.6
UTTARAKHAND,1933,1595.8
UTTARAKHAND,1934,1339
UTTARAKHAND,1935,1137.2
UTTARAKHAND,1936,1912.3
UTTARAKHAND,1937,1533.6
UTTARAKHAND,1938,1529.3
UTTARAKHAND,1939,1142.6
UTTARAKHAND,1940,1223.7
UTTARAKHAND,1941,1061.6
UTTARAKHAND,1942,1711.4
UTTARAKHAND,1943,1366.7
UTTARAKHAND,1944,1198.9
UTTARAKHAND,1945,1648
UTTARAKHAND,1946,1526.7
UTTARAKHAND,1947,1359.8
UTTARAKHAND,1948,1535.4
UTTARAKHAND,1949,1412.1
UTTARAKHAND,1950,1584.1
UTTARAKHAND,1951,1174.3
UTTARAKHAND,1952,1477.8
UTTARAKHAND,1953,1565.8
UTTARAKHAND,1954,1862.9
UTTARAKHAND,1955,1666.9
UTTARAKHAND,1956,1943
UTTARAKHAND,1957,1780.7
UTTARAKHAND,1958,1499
UTTARAKHAND,1959,1743
UTTARAKHAND,1960,1540.1
UTTARAKHAND,1961,1948.3
UTTARAKHAND,1962,1647.4
UTTARAKHAND,1963,1802
UTTARAKHAND,1964,1769.6
UTTARAKHAND,1965,1305.7
UTTARAKHAND,1966,1465.8
UTTARAKHAND,1967,1556.2
UTTARAKHAND,1968,1478.6
UTTARAKHAND,1969,1635.7
UTTARAKHAND,1970,1293.5
UTTARAKHAND,1971,1803.8
UTTARAKHAND,1972,1077.8
UTTARAKHAND,1973,1239.7
UTTARAKHAND,1974,1161.8
UTTARAKHAND,1975,1580.3
UTTARAKHAND,1976,986.3
UTTARAKHAND,1977,1416.3
UTTARAKHAND,1978,2031.4
UTTARAKHAND,1979,1072.3
UTTARAKHAND,1980,1333.5
UTTARAKHAND,1981,1356.1
UTTARAKHAND,1982,1372.1
UTTARAKHAND,1983,1525.3
UTTARAKHAND,1984,1339.1
UTTARAKHAND,1985,1653.7
UTTARAKHAND,1986,1514.5
UTTARAKHAND,1987,987.3
UTTARAKHAND,1988,1602.4
UTTARAKHAND,1989,1263.8
UTTARAKHAND,1990,1564.9
UTTARAKHAND,1991,1020.7
UTTARAKHAND,1992,1108.1
UTTARAKHAND,1993,1594.1
HARYANA ,1901,390.1
HARYANA ,1902,419.8
HARYANA ,1903,428.9
HARYANA ,1904,527.8
HARYANA ,1905,322.9
HARYANA ,1906,593.6
HARYANA ,1907,443.9
HARYANA ,1908,689
HARYANA ,1909,769.3
HARYANA ,1910,605.2
HARYANA ,1911,509.7
HARYANA ,1912,529.3
HARYANA ,1913,508.4
HARYANA ,1914,664.7
HARYANA ,1915,422.4
HARYANA ,1916,629.1
HARYANA ,1917,986.7
HARYANA ,1918,234.7
HARYANA ,1919,553.7
HARYANA ,1920,368.8
HARYANA ,1921,446.5
HARYANA ,1922,552.9
HARYANA ,1923,581.5
HARYANA ,1924,654.8
HARYANA ,1925,557.2
HARYANA ,1926,615.9
HARYANA ,1927,502.5
HARYANA ,1928,388.2
HARYANA ,1929,306.6
HARYANA ,1930,500.5
HARYANA ,1931,519.2
HARYANA ,1932,440.1
HARYANA ,1933,856.9
HARYANA ,1934,501.4
HARYANA ,1935,568.3
HARYANA ,1936,511.1
HARYANA ,1937,481.7
HARYANA ,1938,278.8
HARYANA ,1939,310.2
HARYANA ,1940,395.7
HARYANA ,1941,363.9
HARYANA ,1942,804.5
HARYANA ,1943,407.9
HARYANA ,1944,484.2
HARYANA ,1945,654.6
HARYANA ,1946,437.8
HARYANA ,1947,464.5
HARYANA ,1948,592.1
HARYANA ,1949,485.3
HARYANA ,1950,551.1
HARYANA ,1951,338.2
HARYANA ,1952,556.3
HARYANA ,1953,561.9
HARYANA ,1954,537
HARYANA ,1955,694.1
HARYANA ,1956,653.8
HARYANA ,1957,617.2
HARYANA ,1958,673
HARYANA ,1959,484.9
HARYANA ,1960,722.9
HARYANA ,1961,627.9
HARYANA ,1962,511
HARYANA ,1963,521.8
HARYANA ,1964,710.9
HARYANA ,1965,381.9
HARYANA ,1966,707.7
HARYANA ,1967,839.9
HARYANA ,1968,388.3
HARYANA ,1969,477.2
HARYANA ,1970,538.2
HARYANA ,1971,636.8
HARYANA ,1972,440.8
HARYANA ,1973,527.2
HARYANA ,1974,384.9
HARYANA ,1975,622.1
HARYANA ,1976,726.7
HARYANA ,1977,740.1
HARYANA ,1978,651.1
HARYANA ,1979,341.5
HARYANA ,1980,513.2
HARYANA ,1981,493.4
HARYANA ,1982,506.6
HARYANA ,1983,744.5
HARYANA ,1984,479.2
HARYANA ,1985,572.4
HARYANA ,1986,450.9
HARYANA ,1987,318.6
HARYANA ,1988,845
HARYANA ,1989,416.5
HARYANA ,1990,703.1
HARYANA ,1991,393.9
HARYANA ,1992,429.7
HARYANA ,1993,523.8
PUNJAB,1901,523.5
PUNJAB,1902,398
PUNJAB,1903,571
PUNJAB,1904,451.5
PUNJAB,1905,434.3
PUNJAB,1906,677.5
PUNJAB,1907,589.2
PUNJAB,1908,740.4
PUNJAB,1909,846.1
PUNJAB,1910,616.3
PUNJAB,1911,505.6
PUNJAB,1912,536.4
PUNJAB,1913,561.2
PUNJAB,1914,794.4
PUNJAB,1915,421.7
PUNJAB,1916,588.4
PUNJAB,1917,1126.7
PUNJAB,1918,339.6
PUNJAB,1919,549.9
PUNJAB,1920,383.1
PUNJAB,1921,370.4
PUNJAB,1922,513.6
PUNJAB,1923,737.9
PUNJAB,1924,590.8
PUNJAB,1925,629.6
PUNJAB,1926,607.3
PUNJAB,1927,481
PUNJAB,1928,437.1
PUNJAB,1929,423
PUNJAB,1930,557.2
PUNJAB,1931,588.6
PUNJAB,1932,490.3
PUNJAB,1933,860.6
PUNJAB,1934,429.2
PUNJAB,1935,598.2
PUNJAB,1936,626.4
PUNJAB,1937,571.1
PUNJAB,1938,430.9
PUNJAB,1939,403.7
PUNJAB,1940,532.2
PUNJAB,1941,506.3
PUNJAB,1942,871.6
PUNJAB,1943,422.3
PUNJAB,1944,626.9
PUNJAB,1945,805.3
PUNJAB,1946,478.1
PUNJAB,1947,600.9
PUNJAB,1948,620.2
PUNJAB,1949,584.9
PUNJAB,1950,992
PUNJAB,1951,499.5
PUNJAB,1952,565.9
PUNJAB,1953,611.5
PUNJAB,1954,633.2
PUNJAB,1955,973.9
PUNJAB,1956,750.4
PUNJAB,1957,710.5
PUNJAB,1958,828
PUNJAB,1959,699.8
PUNJAB,1960,606.9
PUNJAB,1961,690.1
PUNJAB,1962,769.3
PUNJAB,1963,476.2
PUNJAB,1964,708.8
PUNJAB,1965,423.2
PUNJAB,1966,638.2
PUNJAB,1967,680.4
PUNJAB,1968,536.2
PUNJAB,1969,494.8
PUNJAB,1970,650.6
PUNJAB,1971,748
PUNJAB,1972,470.9
PUNJAB,1973,743.1
PUNJAB,1974,356.2
PUNJAB,1975,705.9
PUNJAB,1976,794.7
PUNJAB,1977,712.6
PUNJAB,1978,720.6
PUNJAB,1979,464
PUNJAB,1980,661.7
PUNJAB,1981,503.7
PUNJAB,1982,571.3
PUNJAB,1983,751.1
PUNJAB,1984,710.5
PUNJAB,1985,752.9
PUNJAB,1986,611.9
PUNJAB,1987,409.6
PUNJAB,1988,1222.6
PUNJAB,1989,480.3
PUNJAB,1990,754.7
PUNJAB,1991,475.9
PUNJAB,1992,478.2
PUNJAB,1993,583.1
HIMACHAL PRADESH,1901,1345.1
HIMACHAL PRADESH,1902,951.6
HIMACHAL PRADESH,1903,993.3
HIMACHAL PRADESH,1904,987.6
HIMACHAL PRADESH,1905,930.2
HIMACHAL PRADESH,1906,1317.5
HIMACHAL PRADESH,1907,875.4
HIMACHAL PRADESH,1908,987.6
HIMACHAL PRADESH,1909,1077
HIMACHAL PRADESH,1910,1406.9
HIMACHAL PRADESH,1911,1333.8
HIMACHAL PRADESH,1912,1207.6
HIMACHAL PRADESH,1913,1119.3
HIMACHAL PRADESH,1914,1735.9
HIMACHAL PRADESH,1915,1236.8
HIMACHAL PRADESH,1916,1172.1
HIMACHAL PRADESH,1917,1703.6
HIMACHAL PRADESH,1918,984.7
HIMACHAL PRADESH,1919,1213.1
HIMACHAL PRADESH,1920,1084.8
HIMACHAL PRADESH,1921,1311.2
HIMACHAL PRADESH,1922,1718.6
HIMACHAL PRADESH,1923,1620.9
HIMACHAL PRADESH,1924,1660.7
HIMACHAL PRADESH,1925,1509.3
HIMACHAL PRADESH,1926,1450
HIMACHAL PRADESH,1927,1435
HIMACHAL PRADESH,1928,1308.9
HIMACHAL PRADESH,1929,1424.7
HIMACHAL PRADESH,1930,1305.5
HIMACHAL PRADESH,1931,1266.3
HIMACHAL PRADESH,1932,1418.9
HIMACHAL PRADESH,1933,1240.4
HIMACHAL PRADESH,1934,982.1
HIMACHAL PRADESH,1935,1027.9
HIMACHAL PRADESH,1936,1158
HIMACHAL PRADESH,1937,1465
HIMACHAL PRADESH,1938,927.5
HIMACHAL PRADESH,1939,877.8
HIMACHAL PRADESH,1940,1088.6
HIMACHAL PRADESH,1941,895.5
HIMACHAL PRADESH,1942,1328.3
HIMACHAL PRADESH,1943,1223.1
HIMACHAL PRADESH,1944,1128.8
HIMACHAL PRADESH,1945,1646.9
HIMACHAL PRADESH,1946,1539
HIMACHAL PRADESH,1947,1313.2
HIMACHAL PRADESH,1948,1758.7
HIMACHAL PRADESH,1949,1310.9
HIMACHAL PRADESH,1950,1684.4
HIMACHAL PRADESH,1951,1238.5
HIMACHAL PRADESH,1952,1263.7
HIMACHAL PRADESH,1953,1425.7
HIMACHAL PRADESH,1954,1717.6
HIMACHAL PRADESH,1955,1919.2
HIMACHAL PRADESH,1956,1541.6
HIMACHAL PRADESH,1957,1822.7
HIMACHAL PRADESH,1958,1572.3
HIMACHAL PRADESH,1959,1640.3
HIMACHAL PRADESH,1960,1115.1
HIMACHAL PRADESH,1961,1515.5
HIMACHAL PRADESH,1962,1393.5
HIMACHAL PRADESH,1963,1354.5
HIMACHAL PRADESH,1964,1354.1
HIMACHAL PRADESH,1965,1220.4
HIMACHAL PRADESH,1966,1371
HIMACHAL PRADESH,1967,1558.5
HIMACHAL PRADESH,1968,1168.2
HIMACHAL PRADESH,1969,1127.6
HIMACHAL PRADESH,1970,1082.5
HIMACHAL PRADESH,1971,1275.1
HIMACHAL PRADESH,1972,842.3
HIMACHAL PRADESH,1973,955.2
HIMACHAL PRADESH,1974,776.1
HIMACHAL PRADESH,1975,1054.1
HIMACHAL PRADESH,1976,1179.3
HIMACHAL PRADESH,1977,1245
HIMACHAL PRADESH,1978,1371.2
HIMACHAL PRADESH,1979,1021
HIMACHAL PRADESH,1980,1155
HIMACHAL PRADESH,1981,1147.1
HIMACHAL PRADESH,1982,1423
HIMACHAL PRADESH,1983,1189.6
HIMACHAL PRADESH,1984,968.3
HIMACHAL PRADESH,1985,1193.9
HIMACHAL PRADESH,1986,1322.6
HIMACHAL PRADESH,1987,1035.6
HIMACHAL PRADESH,1988,1881.1
HIMACHAL PRADESH,1989,1177.2
HIMACHAL PRADESH,1990,1462.7
HIMACHAL PRADESH,1991,1104.8
HIMACHAL PRADESH,1992,1383.1
HIMACHAL PRADESH,1993,1128.3
JAMMU & KASHMIR,1901,979.9
JAMMU & KASHMIR,1902,760.5
JAMMU & KASHMIR,1903,1286.6
JAMMU & KASHMIR,1904,982.2
JAMMU & KASHMIR,1905,1157.7
JAMMU & KASHMIR,1906,1193.1
JAMMU & KASHMIR,1907,1069.6
JAMMU & KASHMIR,1908,1227.3
JAMMU & KASHMIR,1909,1339.9
JAMMU & KASHMIR,1910,1109.4
JAMMU & KASHMIR,1911,1280.2
JAMMU & KASHMIR,1912,936.7
JAMMU & KASHMIR,1913,1000.2
JAMMU & KASHMIR,1914,1692.1
JAMMU & KASHMIR,1915,963.9
JAMMU & KASHMIR,1916,1034.3
JAMMU & KASHMIR,1917,1386.1
JAMMU & KASHMIR,1918,916.5
JAMMU & KASHMIR,1919,1189.2
JAMMU & KASHMIR,1920,889.9
JAMMU & KASHMIR,1921,1057.6
JAMMU & KASHMIR,1922,890.8
JAMMU & KASHMIR,1923,1264.3
JAMMU & KASHMIR,1924,1182.2
JAMMU & KASHMIR,1925,1013.3
JAMMU & KASHMIR,1926,1123.6
JAMMU & KASHMIR,1927,973.1
JAMMU & KASHMIR,1928,1291
JAMMU & KASHMIR,1929,1102.7
JAMMU & KASHMIR,1930,1168
JAMMU & KASHMIR,1931,955
JAMMU & KASHMIR,1932,1039.4
JAMMU & KASHMIR,1933,1187.7
JAMMU & KASHMIR,1934,803.1
JAMMU & KASHMIR,1935,1085.5
JAMMU & KASHMIR,1936,1140.8
JAMMU & KASHMIR,1937,939.6
JAMMU & KASHMIR,1938,1061.7
JAMMU & KASHMIR,1939,1003.5
JAMMU & KASHMIR,1940,878.3
JAMMU & KASHMIR,1941,871.6
JAMMU & KASHMIR,1942,1239.8
JAMMU & KASHMIR,1943,1167.7
JAMMU & KASHMIR,1944,1051
JAMMU & KASHMIR,1945,856.2
JAMMU & KASHMIR,1946,922.3
JAMMU & KASHMIR,1947,914
JAMMU & KASHMIR,1948,1183.1
JAMMU & KASHMIR,1949,946.9
JAMMU & KASHMIR,1950,1523.1
JAMMU & KASHMIR,1951,963
JAMMU & KASHMIR,1952,1069.6
JAMMU & KASHMIR,1953,1229.6
JAMMU & KASHMIR,1954,1307.1
JAMMU & KASHMIR,1955,1156.4
JAMMU & KASHMIR,1956,1520.8
JAMMU & KASHMIR,1957,1520.3
JAMMU & KASHMIR,1958,1350.4
JAMMU & KASHMIR,1959,1550.3
JAMMU & KASHMIR,1960,766.4
JAMMU & KASHMIR,1961,1138.2
JAMMU & KASHMIR,1962,930.3
JAMMU & KASHMIR,1963,909.2
JAMMU & KASHMIR,1964,946.2
JAMMU & KASHMIR,1965,912.6
JAMMU & KASHMIR,1966,1378.9
JAMMU & KASHMIR,1967,1091.3
JAMMU & KASHMIR,1968,1065.6
JAMMU & KASHMIR,1969,1095.6
JAMMU & KASHMIR,1970,657
JAMMU & KASHMIR,1971,764.7
JAMMU & KASHMIR,1972,1145.6
JAMMU & KASHMIR,1973,1100.5
JAMMU & KASHMIR,1974,802.6
JAMMU & KASHMIR,1975,1180.4
JAMMU & KASHMIR,1976,1023.7
JAMMU & KASHMIR,1977,955
JAMMU & KASHMIR,1978,1061.6
JAMMU & KASHMIR,1979,1077.4
JAMMU & KASHMIR,1980,1017.9
JAMMU & KASHMIR,1981,1135.5
JAMMU & KASHMIR,1982,1202.2
JAMMU & KASHMIR,1983,1485.2
JAMMU & KASHMIR,1984,1157.4
JAMMU & KASHMIR,1985,1167.1
JAMMU & KASHMIR,1986,1521
JAMMU & KASHMIR,1987,1216
JAMMU & KASHMIR,1988,1670.9
JAMMU & KASHMIR,1989,1216
JAMMU & KASHMIR,1990,1574
JAMMU & KASHMIR,1991,1448.8
JAMMU & KASHMIR,1992,1478.1
JAMMU & KASHMIR,1993,1243.8
RAJASTHAN ,1901,158.9
RAJASTHAN ,1902,195.6
RAJASTHAN ,1903,307
RAJASTHAN ,1904,167.9
RAJASTHAN ,1905,114.4
RAJASTHAN ,1906,269.5
RAJASTHAN ,1907,353.2
RAJASTHAN ,1908,581.9
RAJASTHAN ,1909,426.2
RAJASTHAN ,1910,293.2
RAJASTHAN ,1911,138.8
RAJASTHAN ,1912,279.9
RAJASTHAN ,1913,248.3
RAJASTHAN ,1914,302.3
RAJASTHAN ,1915,147.2
RAJASTHAN ,1916,421.7
RAJASTHAN ,1917,768.8
RAJASTHAN ,1918,62.3
RAJASTHAN ,1919,305
RAJASTHAN ,1920,248.7
RAJASTHAN ,1921,218
RAJASTHAN ,1922,244.8
RAJASTHAN ,1923,273.4
RAJASTHAN ,1924,297.1
RAJASTHAN ,1925,169.7
RAJASTHAN ,1926,440.2
RAJASTHAN ,1927,332.5
RAJASTHAN ,1928,272
RAJASTHAN ,1929,303.3
RAJASTHAN ,1930,230.1
RAJASTHAN ,1931,395.4
RAJASTHAN ,1932,265.3
RAJASTHAN ,1933,376.4
RAJASTHAN ,1934,322.4
RAJASTHAN ,1935,256.6
RAJASTHAN ,1936,265.5
RAJASTHAN ,1937,292.5
RAJASTHAN ,1938,183.5
RAJASTHAN ,1939,137.4
RAJASTHAN ,1940,292.4
RAJASTHAN ,1941,224.8
RAJASTHAN ,1942,338.9
RAJASTHAN ,1943,295.6
RAJASTHAN ,1944,525.1
RAJASTHAN ,1945,364
RAJASTHAN ,1946,223.1
RAJASTHAN ,1947,253.2
RAJASTHAN ,1948,233.5
RAJASTHAN ,1949,224.8
RAJASTHAN ,1950,278.3
RAJASTHAN ,1951,179.8
RAJASTHAN ,1952,267.1
RAJASTHAN ,1953,304.4
RAJASTHAN ,1954,250.4
RAJASTHAN ,1955,391.3
RAJASTHAN ,1956,374.2
RAJASTHAN ,1957,267.1
RAJASTHAN ,1958,264.1
RAJASTHAN ,1959,335.3
RAJASTHAN ,1960,217.8
RAJASTHAN ,1961,400.3
RAJASTHAN ,1962,262.5
RAJASTHAN ,1963,174.5
RAJASTHAN ,1964,337.3
RAJASTHAN ,1965,215.3
RAJASTHAN ,1966,252.9
RAJASTHAN ,1967,340.3
RAJASTHAN ,1968,142.2
RAJASTHAN ,1969,119
RAJASTHAN ,1970,355.7
RAJASTHAN ,1971,251.5
RAJASTHAN ,1972,185.9
RAJASTHAN ,1973,454.8
RAJASTHAN ,1974,164.3
RAJASTHAN ,1975,553.8
RAJASTHAN ,1976,425.2
RAJASTHAN ,1977,389.4
RAJASTHAN ,1978,379.7
RAJASTHAN ,1979,308.2
RAJASTHAN ,1980,238.4
RAJASTHAN ,1981,248.5
RAJASTHAN ,1982,311.8
RAJASTHAN ,1983,469.3
RAJASTHAN ,1984,203.2
RAJASTHAN ,1985,197.4
RAJASTHAN ,1986,204.2
RAJASTHAN ,1987,143
RAJASTHAN ,1988,280.4
RAJASTHAN ,1989,248.1
RAJASTHAN ,1990,445
RAJASTHAN ,1991,179
RAJASTHAN ,1992,425.8
RAJASTHAN ,1993,293.5
MADHYA PRADESH ,1901,718.2
MADHYA PRADESH ,1902,911.7
MADHYA PRADESH ,1903,949.6
MADHYA PRADESH ,1904,774.4
MADHYA PRADESH ,1905,696.5
MADHYA PRADESH ,1906,1010.2
MADHYA PRADESH ,1907,650.4
MADHYA PRADESH ,1908,832.6
MADHYA PRADESH ,1909,830.2
MADHYA PRADESH ,1910,959.5
MADHYA PRADESH ,1911,676.5
MADHYA PRADESH ,1912,807.3
MADHYA PRADESH ,1913,790.5
MADHYA PRADESH ,1914,836.3
MADHYA PRADESH ,1915,772.7
MADHYA PRADESH ,1916,1219.2
MADHYA PRADESH ,1917,1309.3
MADHYA PRADESH ,1918,509.4
MADHYA PRADESH ,1919,1232.8
MADHYA PRADESH ,1920,714.8
MADHYA PRADESH ,1921,808.7
MADHYA PRADESH ,1922,918.2
MADHYA PRADESH ,1923,1071
MADHYA PRADESH ,1924,1031.3
MADHYA PRADESH ,1925,693.5
MADHYA PRADESH ,1926,913.8
MADHYA PRADESH ,1927,872.9
MADHYA PRADESH ,1928,895.6
MADHYA PRADESH ,1929,728.7
MADHYA PRADESH ,1930,888.2
MADHYA PRADESH ,1931,1131.6
MADHYA PRADESH ,1932,988.3
MADHYA PRADESH ,1933,1211.6
MADHYA PRADESH ,1934,1164.9
MADHYA PRADESH ,1935,871.1
MADHYA PRADESH ,1936,901.2
MADHYA PRADESH ,1937,1053.4
MADHYA PRADESH ,1938,1001.2
MADHYA PRADESH ,1939,802.5
MADHYA PRADESH ,1940,1064.7
MADHYA PRADESH ,1941,739.4
MADHYA PRADESH ,1942,1201.7
MADHYA PRADESH ,1943,962.9
MADHYA PRADESH ,1944,1347.7
MADHYA PRADESH ,1945,1047.4
MADHYA PRADESH ,1946,1250.7
MADHYA PRADESH ,1947,1064.7
MADHYA PRADESH ,1948,1247.6
MADHYA PRADESH ,1949,966.2
MADHYA PRADESH ,1950,904.5
MADHYA PRADESH ,1951,649.7
MADHYA PRADESH ,1952,829.1
MADHYA PRADESH ,1953,793.7
MADHYA PRADESH ,1954,1100.7
MADHYA PRADESH ,1955,1149.2
MADHYA PRADESH ,1956,1065.8
MADHYA PRADESH ,1957,832.9
MADHYA PRADESH ,1958,1099.7
MADHYA PRADESH ,1959,1181.4
MADHYA PRADESH ,1960,882.3
MADHYA PRADESH ,1961,1433.7
MADHYA PRADESH ,1962,905.9
MADHYA PRADESH ,1963,905.4
MADHYA PRADESH ,1964,880.1
MADHYA PRADESH ,1965,594.7
MADHYA PRADESH ,1966,680
MADHYA PRADESH ,1967,945.6
MADHYA PRADESH ,1968,861.2
MADHYA PRADESH ,1969,1117
MADHYA PRADESH ,1970,1113.2
MADHYA PRADESH ,1971,1135.7
MADHYA PRADESH ,1972,770.3
MADHYA PRADESH ,1973,1406.9
MADHYA PRADESH ,1974,876.6
MADHYA PRADESH ,1975,1064.6
MADHYA PRADESH ,1976,1027.7
MADHYA PRADESH ,1977,1002.7
MADHYA PRADESH ,1978,1003.3
MADHYA PRADESH ,1979,781.9
MADHYA PRADESH ,1980,873.9
MADHYA PRADESH ,1981,890.2
MADHYA PRADESH ,1982,934.1
MADHYA PRADESH ,1983,1071.9
MADHYA PRADESH ,1984,859.5
MADHYA PRADESH ,1985,874.7
MADHYA PRADESH ,1986,937.1
MADHYA PRADESH ,1987,783.9
MADHYA PRADESH ,1988,951.2
MADHYA PRADESH ,1989,758.5
MADHYA PRADESH ,1990,1144
MADHYA PRADESH ,1991,745.5
MADHYA PRADESH ,1992,754.2
MADHYA PRADESH ,1993,1031.9
GUJARAT,1901,554.3
GUJARAT,1902,863.9
GUJARAT,1903,887.6
GUJARAT,1904,492.6
GUJARAT,1905,811.5
GUJARAT,1906,890.6
GUJARAT,1907,997
GUJARAT,1908,1027.5
GUJARAT,1909,977.8
GUJARAT,1910,974.6
GUJARAT,1911,403.5
GUJARAT,1912,1118.5
GUJARAT,1913,1162.6
GUJARAT,1914,1107.5
GUJARAT,1915,567.3
GUJARAT,1916,952.9
GUJARAT,1917,1524.9
GUJARAT,1918,392.6
GUJARAT,1919,1067.4
GUJARAT,1920,708.9
GUJARAT,1921,1172.8
GUJARAT,1922,878.7
GUJARAT,1923,553.2
GUJARAT,1924,909.6
GUJARAT,1925,593.1
GUJARAT,1926,1274.5
GUJARAT,1927,1422.1
GUJARAT,1928,821
GUJARAT,1929,676.3
GUJARAT,1930,894.7
GUJARAT,1931,1104.6
GUJARAT,1932,906.6
GUJARAT,1933,1137.1
GUJARAT,1934,979.6
GUJARAT,1935,756.9
GUJARAT,1936,609.3
GUJARAT,1937,1203.1
GUJARAT,1938,814.9
GUJARAT,1939,605.6
GUJARAT,1940,870.1
GUJARAT,1941,961.8
GUJARAT,1942,1186.8
GUJARAT,1943,912.8
GUJARAT,1944,1340.6
GUJARAT,1945,1277
GUJARAT,1946,1147.7
GUJARAT,1947,783.4
GUJARAT,1948,473.9
GUJARAT,1949,800.3
GUJARAT,1950,1129.3
GUJARAT,1951,478.3
GUJARAT,1952,776.6
GUJARAT,1953,1055.5
GUJARAT,1954,1248
GUJARAT,1955,975.7
GUJARAT,1956,1366.6
GUJARAT,1957,647.8
GUJARAT,1958,1123.1
GUJARAT,1959,1560.7
GUJARAT,1960,649.6
GUJARAT,1961,945.1
GUJARAT,1962,773
GUJARAT,1963,997.9
GUJARAT,1964,892.7
GUJARAT,1965,656.7
GUJARAT,1966,696.7
GUJARAT,1967,938.7
GUJARAT,1968,668
GUJARAT,1969,789
GUJARAT,1970,1353.8
GUJARAT,1971,769.2
GUJARAT,1972,503.8
GUJARAT,1973,1159.6
GUJARAT,1974,421.3
GUJARAT,1975,1192.7
GUJARAT,1976,1620.1
GUJARAT,1977,1307.7
GUJARAT,1978,935.8
GUJARAT,1979,904.5
GUJARAT,1980,822
GUJARAT,1981,1114.2
GUJARAT,1982,758.3
GUJARAT,1983,1213.9
GUJARAT,1984,853.6
GUJARAT,1985,589.7
GUJARAT,1986,501.8
GUJARAT,1987,401.9
GUJARAT,1988,1097.4
GUJARAT,1989,822.8
GUJARAT,1990,1118.4
GUJARAT,1991,672.7
GUJARAT,1992,901.1
GUJARAT,1993,941.4
GOA,1901,2792.9
GOA,1902,2673.9
GOA,1903,3084.3
GOA,1904,2393.7
GOA,1905,1682.8
GOA,1906,2418.9
GOA,1907,2766.6
GOA,1908,2735.5
GOA,1909,2860.5
GOA,1910,2544
GOA,1911,2134.7
GOA,1912,2793.3
GOA,1913,2617.4
GOA,1914,3464.6
GOA,1915,2525.8
GOA,1916,3402.6
GOA,1917,3430.9
GOA,1918,1867.3
GOA,1919,2851.7
GOA,1920,1924.1
GOA,1921,2899.2
GOA,1922,2817.5
GOA,1923,2770.5
GOA,1924,2444.3
GOA,1925,2305.1
GOA,1926,3165.9
GOA,1927,2747
GOA,1928,3172.4
GOA,1929,2509.4
GOA,1930,2845.7
GOA,1931,3999.3
GOA,1932,2962.9
GOA,1933,3343.4
GOA,1934,3272.3
GOA,1935,2542.7
GOA,1936,2783.4
GOA,1937,3192
GOA,1938,3495.5
GOA,1939,2758.6
GOA,1940,3313.7
GOA,1941,1889.6
GOA,1942,3279.5
GOA,1943,3251.3
GOA,1944,2952.1
GOA,1945,3244.5
GOA,1946,3358.9
GOA,1947,3090.1
GOA,1948,3119.8
GOA,1949,3213.7
GOA,1950,2929.2
GOA,1951,2849.4
GOA,1952,2522
GOA,1953,3327.8
GOA,1954,3790.3
GOA,1955,3897.5
GOA,1956,3663.7
GOA,1957,3123.5
GOA,1958,4000.2
GOA,1959,3588.6
GOA,1960,3027.7
GOA,1961,3921
GOA,1962,3485.1
GOA,1963,3606.8
GOA,1964,3192.7
GOA,1965,3071.5
GOA,1966,2427.5
GOA,1967,2752.3
GOA,1968,2359.4
GOA,1969,3127.4
GOA,1970,3596.6
GOA,1971,2754
GOA,1972,1873
GOA,1973,2836.3
GOA,1974,3086.7
GOA,1975,3515.4
GOA,1976,3063
GOA,1977,3103.3
GOA,1978,2885.6
GOA,1979,2509.2
GOA,1980,2724.3
GOA,1981,3124.7
GOA,1982,2698.9
GOA,1983,3814.5
GOA,1984,2583.6
GOA,1985,2968.5
GOA,1986,2127.7
GOA,1987,2635
GOA,1988,3293
GOA,1989,2771.5
GOA,1990,3568
GOA,1991,2954.6
GOA,1992,2840.4
GOA,1993,3480.9
MAHARASHTRA,1901,769
MAHARASHTRA,1902,784
MAHARASHTRA,1903,837.9
MAHARASHTRA,1904,603.5
